pkg1,pkg2,n
cutoffR,RobAStBase,1
cutoffR,saemix,1
cutoffR,VGAM,1
cvAUC,DescTools,1
cvAUC,detect,1
cvAUC,dynpred,1
cvAUC,mada,1
cvAUC,mboost,1
cvAUC,MKmisc,1
cvAUC,MLmetrics,1
cvAUC,optAUC,1
cvAUC,ROC632,1
cvAUC,sensR,1
cvAUC,sROC,1
CVcalibration,distr,1
CVcalibration,distrMod,1
CVcalibration,qtlDesign,1
CVcalibration,RobAStBase,1
cvplogistic,grppenalty,1
cvplogistic,Synth,1
CVST,dynamicGraph,1
CVST,editrules,1
CVST,forecast,1
CVST,gamlss,1
CVST,hbsae,1
CVST,igraph,1
CVST,LotkasLaw,1
CVST,mlegp,1
CVST,modehunt,1
CVST,nplr,1
CVST,nsRFA,1
CVST,performanceEstimation,1
CVST,randomizeR,1
CVST,secr,1
CVST,TIMP,1
cvTools,llama,1
cvTools,scorer,1
cvTools,StatMeasures,1
CVTuningCov,kyotil,1
CVTuningCov,quantspec,1
CVTuningCov,VGAM,1
cvxbiclustr,cvxclustr,1
cvxbiclustr,equate,1
cvxbiclustr,equateIRT,1
cvxbiclustr,highfrequency,1
cvxbiclustr,multiplex,1
cvxbiclustr,PopGenKit,1
cvxbiclustr,qtl,1
cvxbiclustr,quanteda,1
cvxbiclustr,rEMM,1
cvxbiclustr,rio,1
cvxbiclustr,tis,1
cvxbiclustr,wavethresh,1
cvxclustr,MASS,1
cvxclustr,openintro,1
cvxclustr,rEMM,1
cvxclustr,rqPen,1
cwhmisc,daewr,1
cwhmisc,dagR,1
cwhmisc,degenes,1
cwhmisc,dsm,1
cwhmisc,ecodist,1
cwhmisc,editrules,1
cwhmisc,EEM,1
cwhmisc,EQL,1
cwhmisc,EvCombR,1
cwhmisc,FRACTION,1
cwhmisc,fSRM,1
cwhmisc,GCAI.bias,1
cwhmisc,gdistance,1
cwhmisc,GeneCycle,1
cwhmisc,ggvis,1
cwhmisc,gmp,1
cwhmisc,gnm,1
cwhmisc,haplo.ccs,1
cwhmisc,hyperdirichlet,1
cwhmisc,igraph,1
cwhmisc,kappalab,1
cwhmisc,klaR,1
cwhmisc,KOGMWU,1
cwhmisc,LearnBayes,1
cwhmisc,LICORS,1
cwhmisc,llama,1
cwhmisc,LPM,1
cwhmisc,LSAfun,1
cwhmisc,magrittr,1
cwhmisc,maptpx,1
cwhmisc,MCMC.OTU,1
cwhmisc,moonsun,1
cwhmisc,msir,1
cwhmisc,Newdistns,1
cwhmisc,nsRFA,1
cwhmisc,numbers,1
cwhmisc,OpenRepGrid,1
cwhmisc,ParamHelpers,1
cwhmisc,parviol,1
cwhmisc,phonTools,1
cwhmisc,PivotalR,1
cwhmisc,plsdof,1
cwhmisc,plspm,1
cwhmisc,precintcon,1
cwhmisc,RCA,1
cwhmisc,RcmdrPlugin.DoE,1
cwhmisc,recommenderlab,1
cwhmisc,rgp,1
cwhmisc,ripa,1
cwhmisc,R.oo,1
cwhmisc,Rpdb,1
cwhmisc,RSEIS,1
cwhmisc,rv,1
cwhmisc,RVAideMemoire,1
cwhmisc,sads,1
cwhmisc,SciencesPo,1
cwhmisc,scuba,1
cwhmisc,sfsmisc,1
cwhmisc,sglasso,1
cwhmisc,SNPassoc,1
cwhmisc,som,1
cwhmisc,sparseLDA,1
cwhmisc,SpatialEpi,1
cwhmisc,spatstat,1
cwhmisc,SVMMaj,1
cwhmisc,swfscMisc,1
cwhmisc,symbols,1
cwhmisc,tawny,1
cwhmisc,TeachingDemos,1
cwhmisc,tis,1
cwhmisc,tuneR,1
cwhmisc,UsingR,1
cycleRtools,DALY,1
cycleRtools,Ecdat,1
cycleRtools,hyperdirichlet,1
cycleRtools,ibr,1
cycleRtools,IPSUR,1
cycleRtools,Kmisc,1
cycleRtools,lmtest,1
cycleRtools,SAVE,1
cycleRtools,settings,1
cycleRtools,shinyjs,1
cyphid,icaOcularCorrection,1
cyphid,spaa,1
d3Network,pinnacle.API,1
DAAG,dr,1
DAAG,ExPosition,1
DAAG,fpc,1
DAAG,geotools,1
DAAG,gmum.r,1
DAAG,hotspots,1
DAAG,MASS,1
DAAG,mda,1
DAAG,mgm,1
DAAG,mixlm,1
DAAG,mlearning,1
DAAG,MLRMPA,1
DAAG,openintro,1
DAAG,PASWR,1
DAAG,PBSmodelling,1
DAAG,plumbr,1
DAAG,psych,1
DAAG,rknn,1
DAAG,rms,1
DAAG,RRreg,1
DAAG,s20x,1
DAAG,sads,1
DAAG,SDaA,1
DAAG,sm,1
DAAG,softclassval,1
DAAG,TeachNet,1
DAAG,textometry,1
DAAG,tscount,1
DAAG,usdm,1
DAAG,VIF,1
DAAGxtras,EBMAforecast,1
DAAGxtras,gamclass,1
DAAGxtras,MplusAutomation,1
DAAGxtras,paleoTS,1
DAAGxtras,psytabs,1
dae,eigenmodel,1
dae,fourPNO,1
dae,GNE,1
dae,igraph,1
dae,mdscore,1
dae,mixtools,1
dae,mvtnorm,1
dae,rfordummies,1
dae,Rpdb,1
dae,SpatialTools,1
dae,splus2R,1
dae,TiddlyWikiR,1
dae,UpSetR,1
dae,wsrf,1
daewr,dlnm,1
daewr,elliptic,1
daewr,EngrExpt,1
daewr,faraway,1
daewr,fma,1
daewr,fSRM,1
daewr,gvcm.cat,1
daewr,HSAUR,1
daewr,HSAUR2,1
daewr,HSAUR3,1
daewr,magrittr,1
daewr,MapGAM,1
daewr,matlab,1
daewr,MPV,1
daewr,numbers,1
daewr,oce,1
daewr,pracma,1
daewr,psd,1
daewr,RVAideMemoire,1
daewr,scuba,1
daewr,secr,1
daewr,shapes,1
daewr,simctest,1
daewr,sinaplot,1
daewr,UsingR,1
daewr,vcd,1
daewr,viridis,1
dafs,data.table,1
dafs,dostats,1
dafs,dplyr,1
dafs,gamlss,1
dafs,gdata,1
dafs,kyotil,1
dafs,lisp,1
dafs,pastecs,1
dafs,qpcR,1
dafs,rje,1
dafs,rpartitions,1
dafs,sfsmisc,1
dafs,SMIR,1
dafs,taRifx,1
dafs,xts,1
dagR,moonsun,1
dagR,pracma,1
dagR,Rpdb,1
Daim,DMR,1
Daim,enrichvs,1
Daim,flux,1
Daim,fmsb,1
Daim,glmnet,1
Daim,kulife,1
Daim,MESS,1
Daim,Metrics,1
Daim,mlr,1
Daim,PK,1
Daim,PresenceAbsence,1
Daim,SDMTools,1
Daim,StatMeasures,1
Daim,verification,1
DAISIE,DAMOCLES,1
DAISIE,PBD,1
DAKS,Davies,1
DAKS,ff,1
DAKS,gridSVG,1
DAKS,ifultools,1
DAKS,kappalab,1
DAKS,laeken,1
DAKS,lava,1
DAKS,lcd,1
DAKS,lestat,1
DAKS,randomUniformForest,1
DAKS,searchable,1
DAKS,soc.ca,1
DAKS,surveydata,1
DALY,dynpred,1
DALY,fast,1
DALY,git2r,1
DALY,InformationValue,1
DALY,lmtest,1
DALY,Mobilize,1
DALY,orderbook,1
DALY,popbio,1
DALY,PresenceAbsence,1
DALY,RCurl,1
DALY,rEMM,1
DALY,robumeta,1
DALY,R.utils,1
DALY,SDMTools,1
DALY,sdprisk,1
DALY,settings,1
DALY,shinyjs,1
DALY,SVMMatch,1
DALY,swirl,1
DALY,tiger,1
DALY,yuima,1
DAMOCLES,PBD,1
darch,gpr,1
darch,PottsUtils,1
darch,remote,1
Dark,DPw,1
Dark,elliptic,1
Dark,evobiR,1
Dark,ExtDist,1
Dark,gambin,1
Dark,gamlr,1
Dark,glamlasso,1
Dark,HighDimOut,1
Dark,ibr,1
Dark,kyotil,1
Dark,LambertW,1
Dark,MuMIn,1
Dark,pegas,1
Dark,phangorn,1
Dark,qpcR,1
Dark,QZ,1
Dark,rebmix,1
Dark,RMallow,1
Dark,rstpm2,1
Dark,sads,1
Dark,sem,1
Dark,sme,1
Dark,survMisc,1
Dark,vegetarian,1
Dark,VGAM,1
dashboard,dclone,1
dashboard,dcmle,1
DatABEL,elastic,1
DatABEL,igraph,1
datacheck,gWidgets2,1
DataCombine,data.table,1
DataCombine,glrt,1
DataCombine,hdeco,1
DataCombine,Jmisc,1
DataCombine,magic,1
DataCombine,MareyMap,1
DataCombine,OpenRepGrid,1
DataCombine,qdapTools,1
DataCombine,raster,1
DataCombine,secr,1
DataCombine,spatstat,1
DataCombine,splusTimeSeries,1
DataCombine,surveyeditor,1
DataCombine,taRifx,1
DataLoader,OpenRepGrid,1
datamap,ecoretriever,1
datamap,packrat,1
datamart,gapminder,1
datamart,lsa,1
datamart,MCPerm,1
datamart,metaSEM,1
datamart,multipol,1
datamart,rglobi,1
datamart,RNeXML,1
datamart,seqinr,1
datamart,WikipediR,1
datasets,MEMSS,1
datasets,MPV,1
datasets,oce,1
datasets,openintro,1
datasets,SpatialExtremes,1
datasets,VIM,1
data.table,dendextend,1
data.table,dostats,1
data.table,ds,1
data.table,dynaTree,1
data.table,gdata,1
data.table,hash,1
data.table,hdeco,1
data.table,Jmisc,1
data.table,Kmisc,1
data.table,kyotil,1
data.table,lessR,1
data.table,lisp,1
data.table,magic,1
data.table,MareyMap,1
data.table,ODB,1
data.table,OpenRepGrid,1
data.table,optimbase,1
data.table,orderbook,1
data.table,pastecs,1
data.table,PivotalR,1
data.table,plm,1
data.table,poplite,1
data.table,pryr,1
data.table,qdapTools,1
data.table,raster,1
data.table,rEMM,1
data.table,reshape2,1
data.table,rje,1
data.table,rpartitions,1
data.table,rPref,1
data.table,scidb,1
data.table,scuba,1
data.table,secr,1
data.table,sets,1
data.table,sfsmisc,1
data.table,spacejam,1
data.table,spatstat,1
data.table,spectralGP,1
data.table,splusTimeSeries,1
data.table,tableplot,1
data.table,VizOR,1
data.table,xts,1
data.tree,DCL,1
data.tree,Information,1
data.tree,memisc,1
data.tree,mosaic,1
data.tree,Ryacas,1
datautils,EvCombR,1
datautils,rebus,1
dataview,pracma,1
dataview,RNeo4j,1
dataview,svTools,1
dave,kedd,1
dave,muma,1
dave,outliers,1
dave,pcadapt,1
dave,psych,1
dave,schoRsch,1
dave,seasonal,1
dave,UBCRM,1
Davies,gaston,1
Davies,glamlasso,1
Davies,gogarch,1
Davies,ifultools,1
Davies,kappalab,1
Davies,laeken,1
Davies,lava,1
Davies,lestat,1
Davies,memuse,1
Davies,modeest,1
Davies,multivator,1
Davies,MVT,1
Davies,normalp,1
Davies,pcadapt,1
Davies,quantileDA,1
Davies,randomUniformForest,1
Davies,s20x,1
Davies,semTools,1
Davies,soc.ca,1
dbEmpLikeGOF,imputeYn,1
dbEmpLikeGOF,MAVTgsa,1
dbEmpLikeGOF,Rcmdr,1
dbEmpLikeGOF,rrcovHD,1
dbEmpLikeGOF,simsem,1
dbEmpLikeGOF,utils,1
DBI,RMongo,1
dblcens,emplik,1
dbmss,robeth,1
dbscan,DMwR,1
dbscan,fpc,1
dbscan,quantchem,1
dbscan,Rlof,1
dbscan,VIM,1
DCL,Information,1
DCL,memisc,1
dcmle,genridge,1
dcmle,geoknife,1
dcmle,moonBook,1
dcmle,proxy,1
dcmle,relax,1
dcmle,splancs,1
dcmle,spThin,1
ddalpha,LS2W,1
ddalpha,Methplot,1
ddalpha,sampling,1
DDD,kSamples,1
DDD,pracma,1
DDD,signal,1
DDD,StatDA,1
DDHFm,discreteRV,1
DDHFm,EbayesThresh,1
DDIwR,R.filesets,1
DDIwR,RObsDat,1
DDIwR,R.rsp,1
ddR,dequer,1
ddR,dMod,1
ddR,dostats,1
ddR,EDISON,1
ddR,fulltext,1
ddR,fun,1
ddR,GCPM,1
ddR,gdata,1
ddR,geo,1
ddR,Hmisc,1
ddR,lattice,1
ddR,memisc,1
ddR,multitable,1
ddR,mvbutils,1
ddR,nFactors,1
ddR,nontarget,1
ddR,packrat,1
ddR,partitions,1
ddR,randomForest,1
ddR,raster,1
ddR,RConics,1
ddR,RRF,1
ddR,sbioPN,1
ddR,SCMA,1
ddR,snpRF,1
ddR,Zelig,1
deal,DiscreteInverseWeibull,1
deal,discretization,1
deal,disparityfilter,1
deal,distr,1
deal,events,1
deal,filenamer,1
deal,flip,1
deal,geoscale,1
deal,gmum.r,1
deal,grnn,1
deal,intervals,1
deal,itree,1
deal,kernlab,1
deal,Kmisc,1
deal,learnstats,1
deal,lestat,1
deal,LinkedMatrix,1
deal,loopr,1
deal,MareyMap,1
deal,matlab,1
deal,memuse,1
deal,mixOmics,1
deal,mmeln,1
deal,MoTBFs,1
deal,mpoly,1
deal,nodiv,1
deal,npmlreg,1
deal,optimbase,1
deal,osmar,1
deal,party,1
deal,perturb,1
deal,pnn,1
deal,PopED,1
deal,pracma,1
deal,prob,1
deal,ramify,1
deal,rbamtools,1
deal,rEMM,1
deal,RNeo4j,1
deal,rpart,1
deal,rsml,1
deal,R.utils,1
deal,smnet,1
deal,SSDforR,1
deal,STEPCAM,1
deal,supclust,1
deal,tcltk2,1
deal,TMDb,1
deal,tsbugs,1
deal,tumblR,1
deal,UWHAM,1
deal,vcdExtra,1
deal,XiMpLe,1
deamer,OOmisc,1
deamer,VaRES,1
debug,HSAUR3,1
debug,swirl,1
debug,testthat,1
DECIDE,introgress,1
DECIDE,MAR1,1
decisionSupport,distrMod,1
decisionSupport,gam,1
decisionSupport,gamlss,1
decisionSupport,lava,1
decisionSupport,MInt,1
decisionSupport,nonlinearTseries,1
decisionSupport,SCEPtER,1
decisionSupport,SpatioTemporal,1
decisionSupport,spcosa,1
decisionSupport,stepp,1
decisionSupport,tlemix,1
decompr,loop,1
decompr,multicon,1
decompr,multiplex,1
decompr,numOSL,1
decompr,refund.wave,1
decompr,SWMPr,1
decompr,timsac,1
degenes,LPCM,1
degenes,Newdistns,1
degenes,SPEI,1
degreenet,ecoreg,1
degreenet,elliptic,1
degreenet,EQL,1
degreenet,irtProb,1
degreenet,kappalab,1
degreenet,ltsk,1
degreenet,mc2d,1
degreenet,multinomRob,1
degreenet,sn,1
degreenet,spatstat,1
degreenet,VGAM,1
deldir,EBS,1
deldir,permute,1
delt,dendextend,1
delt,FuzzyNumbers,1
delt,hier.part,1
delt,itree,1
delt,lambda.tools,1
delt,longitudinalData,1
delt,lulcc,1
delt,nat,1
delt,neuroim,1
delt,optpart,1
delt,phylobase,1
delt,PST,1
delt,rEMM,1
delt,rpart,1
delt,spatgraphs,1
delt,tgp,1
Demerelate,paramlink,1
Demerelate,RClone,1
Demerelate,TANOVA,1
demography,depmix,1
demography,e1071,1
demoKde,gplm,1
demoKde,kerdiest,1
demoKde,ks,1
demoKde,snpar,1
demoKde,TDA,1
dendextend,geiger,1
dendextend,ggdendro,1
dendextend,lessR,1
dendextend,mosaic,1
dendextend,onion,1
dendextend,permute,1
dendextend,PET,1
dendextend,phonTools,1
dendextend,phytools,1
dendextend,sets,1
dendextend,VennDiagram,1
dendextendRcpp,purrr,1
dendroextras,dplyr,1
dendroextras,lambda.tools,1
dendroextras,optpart,1
dendroextras,phonTools,1
dendroextras,scidb,1
dendroextras,synlik,1
denpro,fBasics,1
denpro,flam,1
denpro,penalizedSVM,1
denpro,SparseTSCGM,1
densityClust,evd,1
densityClust,igraph,1
densityClust,LPStimeSeries,1
densityClust,modeltools,1
denstrip,R.utils,1
DEoptim,RcppDE,1
depmix,detect,1
depmix,dmm,1
depmix,DMwR,1
depmix,e1071,1
depmix,ebGenotyping,1
depmix,EMMIXskew,1
depmix,equate,1
depmix,evdbayes,1
depmix,ezsim,1
depmix,flexmix,1
depmix,fossil,1
depmix,gvcm.cat,1
depmix,HMM,1
depmix,lava,1
depmix,logconcens,1
depmix,modeltools,1
depmix,MRSP,1
depmix,MVB,1
depmix,ouch,1
depmix,PerMallows,1
depmix,popsom,1
depmix,poweRlaw,1
depmix,PST,1
depmix,resample,1
depmix,RGENERATE,1
depmix,rv,1
depmix,RVAideMemoire,1
depmix,SciencesPo,1
depmix,simFrame,1
depmix,simsem,1
depmix,SpatioTemporal,1
depmix,stepp,1
depmix,StMoMo,1
depmix,tileHMM,1
depmix,vegetarian,1
depmix,Zelig,1
depmixS4,emil,1
depmixS4,enRich,1
depmixS4,evdbayes,1
depmixS4,HMM,1
depmixS4,htmltools,1
depmixS4,ifultools,1
depmixS4,kyotil,1
depmixS4,lava,1
depmixS4,mi,1
depmixS4,mixdist,1
depmixS4,mlogit,1
depmixS4,MM,1
depmixS4,modeltools,1
depmixS4,MoTBFs,1
depmixS4,nlsem,1
depmixS4,pheno2geno,1
depmixS4,pla,1
depmixS4,repfdr,1
depmixS4,rminer,1
depmixS4,shiny,1
depmixS4,spectralGP,1
depmixS4,tileHMM,1
depmixS4,TIMP,1
depmixS4,VGAM,1
depmixS4,Zelig,1
depth,mlogit,1
depth,unbalhaar,1
DepthProc,GGally,1
DepthProc,MNM,1
DepthProc,proxy,1
DepthProc,RobAStBase,1
dequer,dMod,1
dequer,dplyr,1
dequer,dse,1
dequer,ensembleBMA,1
dequer,gdata,1
dequer,Hmisc,1
dequer,inlinedocs,1
dequer,nontarget,1
dequer,randomForest,1
dequer,RRF,1
dequer,RSurveillance,1
dequer,SCMA,1
dequer,snpRF,1
dequer,TRAMPR,1
dequer,wsrf,1
dequer,Zelig,1
Deriv,Ryacas,1
descomponer,dglars,1
descomponer,gWidgets,1
descomponer,gWidgets2,1
descr,ecodist,1
descr,gmodels,1
descr,raster,1
descr,summarytools,1
describer,fields,1
describer,lambda.r,1
describer,prettyR,1
describer,psych,1
describer,questionr,1
describer,Rlab,1
describer,SciencesPo,1
describer,testthat,1
DescTools,detect,1
DescTools,DiagTest3Grp,1
DescTools,dynpred,1
DescTools,Ecdat,1
DescTools,Ecfun,1
DescTools,evobiR,1
DescTools,ExactCIdiff,1
DescTools,fCopulae,1
DescTools,FitAR,1
DescTools,fitDRC,1
DescTools,fmsb,1
DescTools,forecast,1
DescTools,ftsspec,1
DescTools,games,1
DescTools,glamlasso,1
DescTools,hdrcde,1
DescTools,Hmisc,1
DescTools,Lahman,1
DescTools,mada,1
DescTools,mboost,1
DescTools,MissMech,1
DescTools,mixor,1
DescTools,MKmisc,1
DescTools,ModelGood,1
DescTools,mpoly,1
DescTools,NCmisc,1
DescTools,NSM3,1
DescTools,optAUC,1
DescTools,PlotPrjNetworks,1
DescTools,pracma,1
DescTools,prettyR,1
DescTools,psych,1
DescTools,qdap,1
DescTools,Rfit,1
DescTools,ROC632,1
DescTools,samplesize4surveys,1
DescTools,SciencesPo,1
DescTools,sensR,1
DescTools,simFrame,1
DescTools,SOAR,1
DescTools,solaR,1
DescTools,sROC,1
DescTools,stackoverflow,1
DescTools,tables,1
DescTools,vars,1
DescTools,Zelig,1
deseasonalize,elliptic,1
designGG,mirtCAT,1
DESnowball,PTAk,1
deSolve,drc,1
deSolve,ecolMod,1
deSolve,fBasics,1
deSolve,gets,1
deSolve,HLMdiag,1
deSolve,pracma,1
deSolve,seem,1
detect,DMwR,1
detect,dynpred,1
detect,EMMIXskew,1
detect,EngrExpt,1
detect,fossil,1
detect,gvcm.cat,1
detect,Hmisc,1
detect,mboost,1
detect,MKmisc,1
detect,MLmetrics,1
detect,optAUC,1
detect,popsom,1
detect,poweRlaw,1
detect,resample,1
detect,ROC632,1
detect,RVAideMemoire,1
detect,sROC,1
detect,vegetarian,1
detect,Zelig,1
detector,peptider,1
detector,purrr,1
detector,searchable,1
deTestSet,fma,1
deTestSet,FWDselect,1
deTestSet,igraph,1
deTestSet,NAM,1
deTestSet,OpenRepGrid,1
deTestSet,tourr,1
DetSel,HapEstXXR,1
DetSel,rehh,1
DetSel,rjags,1
devEMF,XHWE,1
devtools,ecoretriever,1
devtools,ensurer,1
devtools,ezsim,1
devtools,funr,1
devtools,FWDselect,1
devtools,geoknife,1
devtools,lint,1
devtools,lintr,1
devtools,lsmeans,1
devtools,MAc,1
devtools,MAd,1
devtools,permute,1
devtools,PK,1
devtools,rbundler,1
devtools,regexr,1
devtools,rEMM,1
devtools,RObsDat,1
devtools,rqPen,1
devtools,rTableICC,1
devtools,scidb,1
devtools,semisupKernelPCA,1
devtools,simFrame,1
devtools,stepp,1
devtools,surveillance,1
devtools,svTools,1
devtools,svUnit,1
devtools,Traitspace,1
devtools,TSMining,1
devtools,ttutils,1
devtools,wavethresh,1
devtools,wellknown,1
dfcrm,iRegression,1
dfcrm,marked,1
dfexplore,vartors,1
dga,ellipse,1
dga,equate,1
dga,fifer,1
dga,lmfor,1
dga,mixtools,1
dga,nicheROVER,1
dga,RConics,1
dga,Rmixmod,1
dga,RPMG,1
dga,seqinr,1
dga,SpatialEpi,1
dga,spatstat,1
dga,VennDiagram,1
dglars,gWidgets,1
dglars,gWidgets2,1
dgof,goftest,1
dgof,nortest,1
dgof,stats,1
dgof,truncgof,1
diagonals,qdapTools,1
diagram,hyperSpec,1
diagram,MALDIquant,1
diagram,RPMG,1
diagram,sp,1
diagram,unmarked,1
DiagrammeR,igraph,1
DiceDesign,indicspecies,1
DiceDesign,peptider,1
DiceDesign,QCA3,1
DiceDesign,Rgbp,1
DiceEval,DMwR,1
DiceEval,drc,1
DiceEval,ensembleBMA,1
DiceEval,fscaret,1
DiceEval,hbsae,1
DiceEval,JBTools,1
DiceEval,matrixpls,1
DiceEval,pec,1
DiceEval,PHeval,1
DiceEval,pls,1
DiceEval,qpcR,1
DiceEval,SMIR,1
DiceEval,TExPosition,1
DiceEval,TunePareto,1
DiceKriging,Ecfun,1
DiceKriging,gmum.r,1
DiceKriging,gvcm.cat,1
DiceKriging,miscTools,1
DiceKriging,RcmdrPlugin.KMggplot2,1
DiceKriging,spectralGP,1
DiceOptim,dynaTree,1
DiceOptim,plgp,1
diffIRT,ESGtoolkit,1
difR,mvMORPH,1
difR,pcIRT,1
difR,spaMM,1
difR,unmarked,1
digest,Modalclust,1
digest,SoDA,1
digitalPCR,DPw,1
DIME,MASS,1
DIME,qrnn,1
diptest,hydroTSM,1
DIRECT,dse,1
DIRECT,dslice,1
DIRECT,flexclust,1
DIRECT,flexmix,1
DIRECT,funcy,1
DIRECT,growcurves,1
DIRECT,hmeasure,1
DIRECT,labeltodendro,1
DIRECT,mcclust,1
DIRECT,memisc,1
DIRECT,mixAK,1
DIRECT,modeltools,1
DIRECT,multiplex,1
DIRECT,paramlink,1
directlabels,geo,1
directlabels,GEOmap,1
directlabels,miscset,1
directlabels,nlme,1
directlabels,RSAGA,1
directlabels,sna,1
directlabels,SpatialVx,1
directPA,rgl,1
DirichletReg,dirmult,1
DirichletReg,freqMAP,1
DirichletReg,LearnBayes,1
DirichletReg,mcsm,1
DirichletReg,mixtools,1
DirichletReg,rBeta2009,1
dirmult,freqMAP,1
dirmult,gtools,1
dirmult,HMP,1
dirmult,krm,1
dirmult,LearnBayes,1
dirmult,mc2d,1
dirmult,MCMCpack,1
dirmult,mcsm,1
dirmult,MSBVAR,1
dirmult,rBeta2009,1
dirmult,rje,1
dirmult,SciencesPo,1
Disake,kerdiest,1
disclapmix,plspm,1
disclapmix,seriation,1
DiscreteLaplace,GCPM,1
DiscreteLaplace,rags2ridges,1
discreteRV,distrEx,1
discreteRV,dMod,1
discreteRV,elliptic,1
discreteRV,equate,1
discreteRV,fitDRC,1
discreteRV,funcy,1
discreteRV,GCPM,1
discreteRV,ggvis,1
discreteRV,igraph,1
discreteRV,joineR,1
discreteRV,labstatR,1
discreteRV,ltm,1
discreteRV,MultiCNVDetect,1
discreteRV,partitions,1
discreteRV,PCAmixdata,1
discreteRV,PivotalR,1
discreteRV,psych,1
discreteRV,RandVar,1
discreteRV,ROptRegTS,1
discreteRV,rpartitions,1
discreteRV,rv,1
discreteRV,sand,1
discreteRV,vcdExtra,1
discretization,filenamer,1
discretization,future,1
discretization,FuzzyNumbers,1
discretization,gWidgets,1
discretization,gWidgets2,1
discretization,gWidgetstcltk,1
discretization,iqLearn,1
discretization,labstatR,1
discretization,ldlasso,1
discretization,loopr,1
discretization,mpoly,1
discretization,R.utils,1
discretization,SSDforR,1
discretization,tcltk2,1
discretization,tseries,1
discretization,UWHAM,1
discretization,verification,1
DiscriMiner,ecp,1
DiscriMiner,fpp,1
DiscriMiner,freestats,1
DiscriMiner,geneSignatureFinder,1
DiscriMiner,llama,1
DiscriMiner,mefa4,1
DiscriMiner,Morpho,1
DiscriMiner,nlme,1
DiscriMiner,peplib,1
DiscriMiner,permute,1
DiscriMiner,planar,1
DiscriMiner,sdcMicro,1
DiscriMiner,stylo,1
DiscriMiner,TLBC,1
DiscriMiner,TRAMPR,1
discSurv,evir,1
discSurv,VGAM,1
diseasemapping,ggtern,1
diseasemapping,Segmentor3IsBack,1
diseasemapping,simPop,1
dismo,distrTEst,1
dismo,dse,1
dismo,emil,1
dismo,evaluate,1
dismo,extlasso,1
dismo,fanovaGraph,1
dismo,FisHiCal,1
dismo,futile.matrix,1
dismo,FuzzyNumbers,1
dismo,ggmap,1
dismo,KODAMA,1
dismo,LICORS,1
dismo,likeLTD,1
dismo,mmand,1
dismo,nnlasso,1
dismo,OrdFacReg,1
dismo,orthogonalsplinebasis,1
dismo,plaqr,1
dismo,qlcVisualize,1
dismo,recommenderlab,1
dismo,R.matlab,1
dismo,R.utils,1
dismo,SoDA,1
dismo,StatDA,1
dismo,stream,1
dismo,symmoments,1
dismo,tripack,1
dismo,urltools,1
dismo,utility,1
dismo,vardpoor,1
disp2D,geozoo,1
disp2D,GUILDS,1
disp2D,optimsimplex,1
disp2D,VGAM,1
disparityfilter,mixOmics,1
disparityfilter,network,1
disparityfilter,simcausal,1
disparityfilter,smnet,1
disparityfilter,TMDb,1
dissUtils,igraph,1
dissUtils,LSAfun,1
dissUtils,provenance,1
dissUtils,simecol,1
dissUtils,TSclust,1
Distance,elliptic,1
distillery,epiDisplay,1
distillery,ggmcmc,1
distillery,meta,1
distillery,mme,1
distillery,PK,1
distillery,plyr,1
distillery,precintcon,1
distillery,RMediation,1
distillery,varComp,1
distr,docopulae,1
distr,elliptic,1
distr,EvalEst,1
distr,evir,1
distr,evolqg,1
distr,extRemes,1
distr,fifer,1
distr,gap,1
distr,geoscale,1
distr,ggtern,1
distr,gnm,1
distr,gvcm.cat,1
distr,hglm,1
distr,Kmisc,1
distr,LambertW,1
distr,lava,1
distr,learnstats,1
distr,mboost,1
distr,moonBook,1
distr,mosaic,1
distr,optimbase,1
distr,pander,1
distr,phylotools,1
distr,PopED,1
distr,prob,1
distr,ProNet,1
distr,qtlDesign,1
distr,R1magic,1
distr,ramify,1
distr,ramps,1
distr,randomizeR,1
distr,RcmdrPlugin.qual,1
distr,R.devices,1
distr,remix,1
distr,rfishbase,1
distr,rgr,1
distr,rknn,1
distr,RNeo4j,1
distr,R.utils,1
distr,smnet,1
distr,spaMM,1
distr,tvm,1
distr,vegetarian,1
distr,wavethresh,1
distr,wombsoft,1
distr,Zelig,1
distrEllipse,elliptic,1
distrEllipse,igraph,1
distrEllipse,phylotools,1
distrEx,dplyr,1
distrEx,elliptic,1
distrEx,evir,1
distrEx,igraph,1
distrEx,labstatR,1
distrEx,LambertW,1
distrEx,MVT,1
distrEx,normalp,1
distrEx,pcadapt,1
distrEx,pracma,1
distrEx,ProNet,1
distrEx,quantileDA,1
distrEx,rgr,1
distrEx,rv,1
distrEx,s20x,1
distrEx,semTools,1
distrEx,wavethresh,1
distrEx,Zelig,1
DistributionUtils,fBasics,1
DistributionUtils,fExtremes,1
DistributionUtils,FRACTION,1
DistributionUtils,ibd,1
DistributionUtils,modeest,1
DistributionUtils,mosaic,1
DistributionUtils,mpoly,1
DistributionUtils,MVT,1
DistributionUtils,normalp,1
DistributionUtils,pcadapt,1
DistributionUtils,PReMiuM,1
DistributionUtils,quantileDA,1
DistributionUtils,randomUniformForest,1
DistributionUtils,rje,1
DistributionUtils,Rmixmod,1
DistributionUtils,s20x,1
DistributionUtils,semTools,1
distrMod,docopulae,1
distrMod,DPw,1
distrMod,EDISON,1
distrMod,extRemes,1
distrMod,ffmanova,1
