fn,pkg1,pkg2
draw,EnviroStat,merTools
draw,EnviroStat,pathdiagram
draw,EnviroStat,R.utils
draw,EnviroStat,simFrame
draw,EnviroStat,simsem
draw,EnviroStat,someMTP
draw,EnviroStat,VLMC
draw,EnviroStat,wavethresh
drawGraph,ggm,timma
drawHeatmap,biclust,darts
draw,lcd,merTools
draw,lcd,pathdiagram
draw,lcd,R.utils
draw,lcd,simFrame
draw,lcd,simsem
draw,lcd,someMTP
draw,lcd,VLMC
draw,lcd,wavethresh
drawLine,raster,Rcell
drawmap,BayesX,R2BayesX
draw,merTools,pathdiagram
draw,merTools,simsem
draw,merTools,someMTP
draw,pathdiagram,R.utils
empty,hyperSpec,rstackdeque
empty,intervals,plyr
empty,intervals,qmrparser
empty,intervals,rPref
empty,modeltools,plyr
empty,modeltools,qmrparser
empty,modeltools,rPref
emptyplot,LSD,shape
empty,plyr,qmrparser
empty,plyr,rPref
empty,plyr,rstackdeque
empty,qmrparser,rPref
empty,qmrparser,rstackdeque
empty,rPref,rstackdeque
en,bReeze,persiandictionary
encode,arules,base64
encode,arules,hashids
encode,base64,hashids
enConstruction,RcmdrPlugin.pointG,RcmdrPlugin.SM
endogenous,lava,semPLS
endogenous,lava,stremo
endogenous,semPLS,stremo
endpoints,mkin,nat
endpoints,mkin,rts
endpoints,mkin,xts
endpoints,nat,xts
endpoints,rts,xts
END,rebus,scuba
ends,igraph,MethComp
energy,bReeze,CHNOSZ
entropy,acss,tcR
entropy,acss,VLMC
entropy,agrmt,BEQI2
entropy,agrmt,bio3d
entropy,agrmt,CHNOSZ
entropy,agrmt,entropy
entropy,agrmt,FNN
entropy,agrmt,GPArotation
entropy,agrmt,ineq
entropy,agrmt,infotheo
entropy,agrmt,kappalab
entropy,agrmt,lsa
entropy,agrmt,mmeln
entropy,agrmt,NMF
entropy,agrmt,plgp
entropy,agrmt,reldist
entropy,agrmt,TaoTeProgramming
entropy,agrmt,tcR
entropy,agrmt,VLMC
entropy,BEQI2,bio3d
entropy,BEQI2,CHNOSZ
entropy,BEQI2,entropy
entropy,BEQI2,FNN
entropy,BEQI2,GPArotation
entropy,BEQI2,ineq
entropy,BEQI2,infotheo
entropy,BEQI2,kappalab
entropy,BEQI2,lsa
entropy,BEQI2,mmeln
entropy,BEQI2,NMF
dtt,crch,dtt
dtt,crch,geiger
dtt,dtt,geiger
dtw,dtw,RMTstat
dummify,RcmdrPlugin.NMBU,spatstat
dummify,RcmdrPlugin.NMBU,weights
dummify,spatstat,weights
dummy.code,CaDENCE,psych
dummy,dummies,dummy
dummy,dummies,FD
dummy,dummies,lme4
dummy,dummies,OrdFacReg
dummy,dummies,RcmdrPlugin.NMBU
dummy,dummies,SciencesPo
dummy,dummy,FD
dummy,dummy,lme4
dummy,dummy,OrdFacReg
dummy,dummy,RcmdrPlugin.NMBU
dummy,dummy,SciencesPo
dummy,FD,lme4
dummy,FD,OrdFacReg
dummy,FD,RcmdrPlugin.NMBU
dummy,FD,SciencesPo
dummy,lme4,OrdFacReg
dummy,lme4,RcmdrPlugin.NMBU
dummy,lme4,SciencesPo
dummy,OrdFacReg,RcmdrPlugin.NMBU
dummy,OrdFacReg,SciencesPo
dummy,RcmdrPlugin.NMBU,SciencesPo
duncan,aspect,ExpDes
entropy,BEQI2,plgp
entropy,BEQI2,reldist
entropy,BEQI2,TaoTeProgramming
entropy,BEQI2,tcR
entropy,BEQI2,VLMC
entropy,bio3d,CHNOSZ
entropy,bio3d,entropy
entropy,bio3d,FNN
entropy,bio3d,GPArotation
entropy,bio3d,ineq
entropy,bio3d,infotheo
entropy,bio3d,kappalab
entropy,bio3d,lsa
entropy,bio3d,mmeln
entropy,bio3d,NMF
entropy,bio3d,plgp
entropy,bio3d,reldist
entropy,bio3d,TaoTeProgramming
entropy,bio3d,tcR
entropy,bio3d,VLMC
entropy,CHNOSZ,entropy
entropy,CHNOSZ,FNN
entropy,CHNOSZ,GPArotation
entropy,CHNOSZ,ineq
entropy,CHNOSZ,infotheo
entropy,CHNOSZ,kappalab
entropy,CHNOSZ,lsa
entropy,CHNOSZ,mmeln
entropy,CHNOSZ,NMF
entropy,CHNOSZ,plgp
duncan,aspect,ExpDes.pt
duncan,ExpDes,ExpDes.pt
dunn,clValid,mlr
dunnfa,adehabitat,adehabitatHS
duplicated2,gdata,questionr
duplicated.matrix,base,uniqueAtomMat
duplicate,Kmisc,tuple
duplicates,crunch,qdap
duplicationMatrix,lavaan,sn
duration,jrvFinance,lifecontingencies
duration,jrvFinance,lubridate
duration,jrvFinance,maRketSim
duration,jrvFinance,NMOF
duration,jrvFinance,termstrc
duration,jrvFinance,timetools
duration,lifecontingencies,lubridate
duration,lifecontingencies,maRketSim
duration,lifecontingencies,NMOF
duration,lifecontingencies,termstrc
duration,lifecontingencies,timetools
duration,lubridate,maRketSim
duration,lubridate,NMOF
duration,lubridate,termstrc
duration,lubridate,timetools
duration,maRketSim,NMOF
duration,maRketSim,termstrc
duration,NMOF,termstrc
duration,NMOF,timetools
duration,termstrc,timetools
Dvar,hoa,nlreg
entropy,kappalab,plgp
entropy,kappalab,reldist
entropy,kappalab,TaoTeProgramming
entropy,kappalab,tcR
entropy,kappalab,VLMC
entropy,lsa,mmeln
entropy,lsa,NMF
entropy,lsa,plgp
entropy,lsa,reldist
entropy,lsa,TaoTeProgramming
entropy,lsa,tcR
entropy,lsa,VLMC
entropy,mmeln,plgp
entropy,mmeln,reldist
entropy,mmeln,TaoTeProgramming
entropy,mmeln,tcR
entropy,mmeln,VLMC
entropy,NMF,plgp
entropy,NMF,reldist
entropy,NMF,TaoTeProgramming
entropy,NMF,tcR
entropy,NMF,VLMC
entropy,plgp,reldist
entropy,plgp,TaoTeProgramming
entropy,plgp,tcR
entropy,plgp,VLMC
entropy,reldist,TaoTeProgramming
entropy,reldist,tcR
entropy,reldist,VLMC
entropy,TaoTeProgramming,tcR
entropy,TaoTeProgramming,VLMC
entropy,tcR,VLMC
entry,Epi,twiddler
enumerate,itertools,osDesign
envData,ESEA,MiRSEA
envData,ESEA,PROFANCY
envData,MiRSEA,PROFANCY
envelope,biosignalEMG,boot
envelope,biosignalEMG,enviPat
envelope,biosignalEMG,IRISSeismic
envelope,biosignalEMG,MVT
envelope,biosignalEMG,pgam
envelope,biosignalEMG,RSEIS
envelope,biosignalEMG,spatstat
envelope,biosignalEMG,ssym
envelope,boot,enviPat
envelope,boot,IRISSeismic
envelope,boot,MVT
envelope,boot,pgam
envelope,boot,RSEIS
envelope,boot,spatstat
envelope,boot,ssym
envelope,enviPat,IRISSeismic
envelope,enviPat,MVT
envelope,enviPat,pgam
envelope,enviPat,RSEIS
envelope,enviPat,spatstat
envelope,enviPat,ssym
envelope,IRISSeismic,MVT
envelope,IRISSeismic,RSEIS
erfc,NORMT3,VGAM
erfc,pracma,RcppFaddeeva
erfc,pracma,VGAM
erfc,RcppFaddeeva,VGAM
erfcx,pracma,RcppFaddeeva
erf,fAsianOptions,geophys
erf,fAsianOptions,kwb.hantush
erf,fAsianOptions,NORMT3
erf,fAsianOptions,pracma
erf,fAsianOptions,RcppFaddeeva
erf,fAsianOptions,VGAM
erf,geophys,kwb.hantush
erf,geophys,NORMT3
erf,geophys,pracma
erf,geophys,RcppFaddeeva
erf,geophys,VGAM
erfinv,ecotoxicology,geophys
erfinv,ecotoxicology,mdatools
erfinv,ecotoxicology,pracma
erfinv,geophys,mdatools
erfinv,geophys,pracma
erfinv,mdatools,pracma
erfi,pracma,RcppFaddeeva
erf,kwb.hantush,NORMT3
erf,kwb.hantush,pracma
erf,kwb.hantush,RcppFaddeeva
erf,kwb.hantush,VGAM
erf,NORMT3,pracma
erf,NORMT3,RcppFaddeeva
erf,NORMT3,VGAM
edges,igraph,siplab
edges,igraph,spatstat
edge_simple,party,partykit
edges,phylobase,siplab
edges,phylobase,spatstat
edges,siplab,spatstat
E,discreteRV,distrEx
E,discreteRV,distrMod
E,discreteRV,igraph
E,discreteRV,labstatR
E,discreteRV,RandVar
E,discreteRV,ROptEstOld
E,discreteRV,ROptRegTS
E,discreteRV,rv
edist,energy,secr
E,distrEllipse,igraph
E,distrEx,igraph
E,distrEx,labstatR
E,distrEx,rv
E,distrMod,igraph
E,distrMod,labstatR
E,distrMod,rv
ed,MDM,Momocs
edr,EDR,edrGraphicalTools
education,ONETr,robustbase
eeplot,expectreg,extRemes
eexp,EnvStats,expectreg
efa,ChemometricsWithR,lessR
eff,Benchmarking,qpcR
eff,Benchmarking,ROptEst
estimate,decisionSupport,lava
estimate,decisionSupport,MInt
estimate,decisionSupport,nonlinearTseries
estimate,decisionSupport,SCEPtER
estimate,decisionSupport,SpatioTemporal
estimate,decisionSupport,spcosa
estimate,decisionSupport,stepp
estimate,decisionSupport,tlemix
estimate,distrMod,MInt
estimate,distrMod,SCEPtER
estimate,lava,MInt
estimate,lava,SCEPtER
estimate,MInt,nonlinearTseries
estimate,MInt,SCEPtER
estimate,MInt,SpatioTemporal
estimate,MInt,spcosa
estimate,MInt,stepp
estimate,MInt,tlemix
estimate,nonlinearTseries,SCEPtER
EstimateProbability,LOGICOIL,SCORER2
estimate,SCEPtER,SpatioTemporal
estimate,SCEPtER,spcosa
estimate,SCEPtER,stepp
estimate,SCEPtER,tlemix
estimates,GAD,lcmm
estimator,DynTxRegime,emulator
estimator,DynTxRegime,PK
estimator,emulator,PK
estim,metatest,mmeln
estimPVal,CoxBoost,GAMBoost
eff,Benchmarking,sfa
effect,effects,SVMMatch
effect,effects,tlm
effect.size,PairedData,yhat
effectsplot,growcurves,psychomix
effect,SVMMatch,tlm
efficiencies,Benchmarking,blocksdesign
efficiencies,blocksdesign,frontier
efficiencies,blocksdesign,spfrontier
efficiency,peptider,qpcR
efficiency,peptider,sna
efficiency,peptider,usl
efficiency,qpcR,sna
efficiency,qpcR,usl
efficiency,sna,usl
eff,qpcR,ROptEst
eff,qpcR,sfa
egamma,EnvStats,expectreg
eggs,faraway,fma
EI,DiceOptim,plgp
eigenvalues,AnalyzeFMRI,futile.matrix
eig,kernlab,matpow
eig,kernlab,pracma
eig,matpow,pracma
E,igraph,labstatR
E,igraph,RandVar
E,igraph,ROptEstOld
E,igraph,ROptRegTS
E,igraph,rv
eigs,ConnMatTools,rARPACK
ellipse,CAvariants,Rmixmod
ellipse,CAvariants,spatstat
ellipse,CAvariants,VennDiagram
ellipse,dga,ellipse
ellipse,dga,fifer
ellipse,dga,mixtools
ellipse,dga,nicheROVER
ellipse,dga,RConics
ellipse,dga,Rmixmod
ellipse,dga,spatstat
ellipse,dga,VennDiagram
ellipse,ellipse,fifer
ellipse,ellipse,mixtools
ellipse,ellipse,nicheROVER
ellipse,ellipse,RConics
ellipse,ellipse,Rmixmod
ellipse,ellipse,spatstat
ellipse,ellipse,VennDiagram
ellipse,fifer,mixtools
ellipse,fifer,nicheROVER
ellipse,fifer,RConics
ellipse,fifer,Rmixmod
ellipse,fifer,spatstat
ellipse,fifer,VennDiagram
ellipse,mixtools,nicheROVER
ellipse,mixtools,RConics
ellipse,mixtools,Rmixmod
ellipse,mixtools,spatstat
ellipse,mixtools,VennDiagram
ellipse,nicheROVER,RConics
erf,pracma,RcppFaddeeva
erf,pracma,VGAM
erf,RcppFaddeeva,VGAM
ergoStool,MEMSS,nlme
erode,FIACH,hexbin
erode,FIACH,mmand
erode,hexbin,mmand
E,ROptEstOld,rv
E,ROptRegTS,rv
errbar,Hmisc,sfsmisc
err,blockmodeling,sdwd
error.bar,ClamR,PEIP
error.bar,ClamR,RcmdrPlugin.EZR
error.bar,PEIP,RcmdrPlugin.EZR
errorbar,phonTools,pracma
error.bars,cggd,lars
error.bars,cggd,psych
error.bars,cggd,sdwd
errorBars,itsadug,mclust
error.bars,lars,psych
error.bars,lars,sdwd
errorbars,mdatools,oce
errorbars,mdatools,phonTools
errorbars,oce,phonTools
error.bars,psych,sdwd
errorCondition,QCAGUI,Rcmdr
errorest,ipred,sortinghat
error,ftsa,geoknife
error,ftsa,kernlab
error,ftsa,log4r
estN,CARE1,scape
estShannonf,MCPAN,simboot
estShannon,MCPAN,simboot
estSimpsonf,MCPAN,simboot
estSimpson,MCPAN,simboot
estvssamp,batchmeans,mcmcse
eta2,BioStatR,specificity
eta,ACTCD,astro
eta,ACTCD,coloc
eta,ACTCD,elliptic
eta,ACTCD,labstatR
eta,ACTCD,pracma
eta,ACTCD,rknn
eta,ACTCD,ryouready
eta,ACTCD,saemix
eta,astro,coloc
eta,astro,elliptic
eta,astro,labstatR
eta,astro,pracma
eta,astro,rknn
eta,astro,ryouready
eta,astro,saemix
eta,coloc,elliptic
eta,coloc,labstatR
eta,coloc,pracma
eta,coloc,rknn
eta,coloc,ryouready
eta,elliptic,labstatR
eta,elliptic,pracma
eta,elliptic,rknn
ex0321,Sleuth2,Sleuth3
ex0323,Sleuth2,Sleuth3
ex0327,Sleuth2,Sleuth3
ex0331,Sleuth2,Sleuth3
ex0332,Sleuth2,Sleuth3
ex0333,Sleuth2,Sleuth3
ex0428,Sleuth2,Sleuth3
ex0429,Sleuth2,Sleuth3
ex0430,Sleuth2,Sleuth3
ex0431,Sleuth2,Sleuth3
ex0432,Sleuth2,Sleuth3
ex0518,Sleuth2,Sleuth3
ex0523,Sleuth2,Sleuth3
ex0524,Sleuth2,Sleuth3
ex0724,Sleuth2,Sleuth3
ex0726,Sleuth2,Sleuth3
ex0727,Sleuth2,Sleuth3
ex0728,Sleuth2,Sleuth3
ex0729,Sleuth2,Sleuth3
ex0730,Sleuth2,Sleuth3
ex0816,Sleuth2,Sleuth3
ex0817,Sleuth2,Sleuth3
ex0820,Sleuth2,Sleuth3
ex0822,Sleuth2,Sleuth3
ex0823,Sleuth2,Sleuth3
ex0824,Sleuth2,Sleuth3
ex0825,Sleuth2,Sleuth3
ex0914,Sleuth2,Sleuth3
ex0915,Sleuth2,Sleuth3
ex0918,Sleuth2,Sleuth3
ellipse,nicheROVER,Rmixmod
ellipse,nicheROVER,spatstat
ellipse,nicheROVER,VennDiagram
ellipse,RConics,Rmixmod
ellipse,RConics,spatstat
ellipse,RConics,VennDiagram
ellipse,Rmixmod,spatstat
ellipse,Rmixmod,VennDiagram
ellipses,compositions,psych
ellipse,spatstat,VennDiagram
elnorm,EnvStats,expectreg
email,geoknife,openintro
emax,DoseFinding,MCPMod
embed,gistr,stats
EM,binGroup,RM2
em,bnstruct,depmixS4
em,bnstruct,htmltools
em,bnstruct,ifultools
em,bnstruct,mclust
em,bnstruct,nlsem
em,bnstruct,shiny
em.control,depmixS4,repfdr
emd2d,EMD,emdist
emd,EMD,emdist
em,depmixS4,htmltools
em,depmixS4,ifultools
em,depmixS4,mclust
em,depmixS4,nlsem
em,depmixS4,shiny
emf,devEMF,XHWE
entropy,CHNOSZ,reldist
entropy,CHNOSZ,TaoTeProgramming
entropy,CHNOSZ,tcR
entropy,CHNOSZ,VLMC
entropy,entropy,FNN
entropy,entropy,GPArotation
entropy,entropy,ineq
entropy,entropy,infotheo
entropy,entropy,kappalab
entropy,entropy,lsa
entropy,entropy,mmeln
entropy,entropy,NMF
entropy,entropy,plgp
entropy,entropy,reldist
entropy,entropy,TaoTeProgramming
entropy,entropy,tcR
entropy,entropy,VLMC
entropy,FNN,GPArotation
entropy,FNN,ineq
entropy,FNN,infotheo
entropy,FNN,kappalab
entropy,FNN,lsa
entropy,FNN,mmeln
entropy,FNN,NMF
entropy,FNN,plgp
entropy,FNN,reldist
entropy,FNN,TaoTeProgramming
entropy,FNN,tcR
entropy,FNN,VLMC
entropy,GPArotation,ineq
expand,ascii,npmlreg
expand,ascii,reshape
expand,ascii,tidyr
expand,ascii,wccsom
expand,coenocliner,futile.matrix
expand,coenocliner,intervals
expand,coenocliner,Matrix
expand,coenocliner,npmlreg
expand,coenocliner,reshape
expand,coenocliner,tidyr
expand,coenocliner,wccsom
expand.formula,AlgDesign,MuMIn
expand,futile.matrix,intervals
expand,futile.matrix,Matrix
expand,futile.matrix,npmlreg
expand,futile.matrix,reshape
expand,futile.matrix,tidyr
expand,futile.matrix,wccsom
expand,intervals,npmlreg
expand,intervals,reshape
expand,intervals,tidyr
expand,intervals,wccsom
Expand,lava,Ryacas
expand,Matrix,npmlreg
expand,Matrix,reshape
expand,Matrix,tidyr
expand,Matrix,wccsom
expand,npmlreg,reshape
expand,npmlreg,tidyr
expand,npmlreg,wccsom
evaluate,evaluate,symmoments
evaluate,evaluate,utility
evaluate,FuzzyNumbers,likeLTD
evaluate,FuzzyNumbers,stream
evaluate,likeLTD,orthogonalsplinebasis
evaluate,likeLTD,recommenderlab
evaluate,likeLTD,R.matlab
evaluate,likeLTD,R.utils
evaluate,likeLTD,stream
evaluate,likeLTD,symmoments
evaluate,likeLTD,utility
evaluate,orthogonalsplinebasis,stream
evaluate,R.matlab,stream
evaluate,R.utils,stream
evaluate,stream,symmoments
evaluate,stream,utility
evaluation,acp,parsec
evcent,igraph,sna
EvenSymmetric,distrMod,ROptEstOld
Event,Mediana,timereg
events,linbin,mstate
events,linbin,SpaDES
events,mstate,SpaDES
evidence,AICcmodavg,qpcR
ex0112,Sleuth2,Sleuth3
ex0116,Sleuth2,Sleuth3
ex0211,Sleuth2,Sleuth3
ex0221,Sleuth2,Sleuth3
ex0222,Sleuth2,Sleuth3
ex0223,Sleuth2,Sleuth3
entropy,acid,entropy
entropy,acid,FNN
entropy,acid,GPArotation
entropy,acid,ineq
entropy,acid,infotheo
entropy,acid,kappalab
entropy,acid,lsa
entropy,acid,mmeln
entropy,acid,NMF
entropy,acid,plgp
entropy,acid,reldist
entropy,acid,TaoTeProgramming
entropy,acid,tcR
entropy,acid,VLMC
entropy,acss,agrmt
entropy,acss,BEQI2
entropy,acss,bio3d
entropy,acss,CHNOSZ
entropy,acss,entropy
entropy,acss,FNN
entropy,acss,GPArotation
entropy,acss,ineq
entropy,acss,infotheo
entropy,acss,kappalab
entropy,acss,lsa
entropy,acss,mmeln
entropy,acss,NMF
entropy,acss,plgp
entropy,acss,reldist
entropy,acss,TaoTeProgramming
envelope,IRISSeismic,ssym
envelope,MVT,pgam
envelope,MVT,RSEIS
envelope,MVT,spatstat
envelope,MVT,ssym
envelope,pgam,RSEIS
envelope,pgam,ssym
envelope,RSEIS,spatstat
envelope,RSEIS,ssym
envelope,spatstat,ssym
env,gdata,pez
env,gdata,R.utils
env,pez,R.utils
eof,spacetime,wq
EOQ,InventorymodelPackage,SCperf
EPIDURAL,PASWR,PASWR2
epi.kappa,epiR,RcmdrPlugin.EZR
epilepsy,brms,faraway
epilepsy,brms,HSAUR
epilepsy,brms,HSAUR2
epilepsy,brms,HSAUR3
epilepsy,brms,robustbase
epilepsy,faraway,HSAUR
epilepsy,faraway,HSAUR2
epilepsy,faraway,HSAUR3
epilepsy,faraway,robustbase
epilepsy,HSAUR2,robustbase
epilepsy,HSAUR3,robustbase
entropy,GPArotation,infotheo
entropy,GPArotation,kappalab
entropy,GPArotation,lsa
entropy,GPArotation,mmeln
entropy,GPArotation,NMF
entropy,GPArotation,plgp
entropy,GPArotation,reldist
entropy,GPArotation,TaoTeProgramming
entropy,GPArotation,tcR
entropy,GPArotation,VLMC
entropy,ineq,infotheo
entropy,ineq,kappalab
entropy,ineq,lsa
entropy,ineq,mmeln
entropy,ineq,NMF
entropy,ineq,plgp
entropy,ineq,reldist
entropy,ineq,TaoTeProgramming
entropy,ineq,tcR
entropy,ineq,VLMC
entropy,infotheo,kappalab
entropy,infotheo,lsa
entropy,infotheo,mmeln
entropy,infotheo,NMF
entropy,infotheo,plgp
entropy,infotheo,reldist
entropy,infotheo,TaoTeProgramming
entropy,infotheo,tcR
entropy,infotheo,VLMC
entropy,kappalab,lsa
example4,Blossom,phaseR
example.data,soilprofile,traj
example_df,dfexplore,vartors
example,moveHMM,soilprofile
example,moveHMM,utils
example,soilprofile,utils
exclusionPower,paramlink,relSim
execGRASS,rgrass7,spgrass6
execute,sqliter,tractor.base
exists.method,QCAGUI,Rcmdr
exit,broman,Epi
exit,broman,R.utils
exit,Epi,R.utils
exogenous,lava,semPLS
exogenous,lava,stremo
exogenous,semPLS,stremo
expand,agrmt,ascii
expand,agrmt,coenocliner
expand,agrmt,futile.matrix
expand,agrmt,intervals
expand,agrmt,Matrix
expand,agrmt,npmlreg
expand,agrmt,reshape
expand,agrmt,tidyr
expand,agrmt,wccsom
expand,ascii,coenocliner
expand,ascii,futile.matrix
expand,ascii,intervals
expand,ascii,Matrix
expit,locfit,maptpx
expit,locfit,OOmisc
expit,locfit,osDesign
expit,locfit,rgr
expit,locfit,rje
expit,locfit,SparseFactorAnalysis
expit,maptpx,OOmisc
expit,maptpx,osDesign
expit,maptpx,rgr
expit,maptpx,rje
expit,OOmisc,osDesign
expit,OOmisc,rgr
expit,OOmisc,rje
expit,OOmisc,SparseFactorAnalysis
expit,osDesign,rgr
expit,osDesign,rje
expit,osDesign,SparseFactorAnalysis
expit,rgr,rje
expit,rgr,SparseFactorAnalysis
expit,rje,SparseFactorAnalysis
explain,dplyr,elastic
explain,dplyr,qdapRegex
explain,elastic,ggvis
explain,elastic,qdapRegex
explain,ggvis,qdapRegex
explode,BBmisc,GEOmap
explode,BBmisc,grid
explode,BBmisc,trip
explode,GEOmap,grid
explode,GEOmap,trip
epilepsy,HSAUR,robustbase
epi.tests,epiR,RcmdrPlugin.EZR
eplot,compactr,soilprofile
epoce,frailtypack,lcmm
EPPMprob,BinaryEPPM,CountsEPPM
EPQ,InventorymodelPackage,SCperf
eps,pracma,R.devices
eq,adaptTest,magic
eqc,agsemisc,equateIRT
eqc,agsemisc,moonsun
eqc,equateIRT,moonsun
eqexp,astsa,EnvStats
eql,cwhmisc,EQL
eql,cwhmisc,PivotalR
eql,EQL,PivotalR
equals,magrittr,R.filesets
equals,magrittr,R.oo
equals,magrittr,testthat
equals,R.filesets,testthat
equals,R.oo,testthat
equate,equate,lordif
eqwma,AutoSEARCH,gets
E,RandVar,rv
erfc,geophys,NORMT3
erfc,geophys,pracma
erfc,geophys,RcppFaddeeva
erfc,geophys,VGAM
erfc,NORMT3,pracma
erfc,NORMT3,RcppFaddeeva
eta,elliptic,ryouready
eta,elliptic,saemix
eta,labstatR,pracma
eta,labstatR,rknn
eta,labstatR,ryouready
eta,labstatR,saemix
eta,pracma,rknn
eta,pracma,ryouready
eta,pracma,saemix
eta,rknn,ryouready
eta,rknn,saemix
eta,ryouready,saemix
EtaSq,BaylorEdPsych,DescTools
etm,Epi,etm
euler,astrolibR,deSolve
euler,astrolibR,seem
euler,deSolve,seem
eunif,EnvStats,expectreg
EURD,PASWR,PASWR2
evaluate,biomod2,dismo
evaluate,biomod2,emil
evaluate,biomod2,evaluate
evaluate,biomod2,FuzzyNumbers
evaluate,biomod2,likeLTD
evaluate,biomod2,orthogonalsplinebasis
evaluate,biomod2,recommenderlab
evaluate,biomod2,R.matlab
evaluate,biomod2,R.utils
evaluate,biomod2,stream
evaluate,biomod2,symmoments
ex0920,Sleuth2,Sleuth3
ex1014,Sleuth2,Sleuth3
ex1026,Sleuth2,Sleuth3
ex1027,Sleuth2,Sleuth3
ex1028,Sleuth2,Sleuth3
ex1029,Sleuth2,Sleuth3
ex1120,Sleuth2,Sleuth3
ex1122,Sleuth2,Sleuth3
ex1123,Sleuth2,Sleuth3
ex1124,Sleuth2,Sleuth3
ex1217,Sleuth2,Sleuth3
ex1220,Sleuth2,Sleuth3
ex1221,Sleuth2,Sleuth3
ex1222,Sleuth2,Sleuth3
ex1317,Sleuth2,Sleuth3
ex1319,Sleuth2,Sleuth3
ex1320,Sleuth2,Sleuth3
ex1417,Sleuth2,Sleuth3
ex1509,Sleuth2,Sleuth3
ex1514,Sleuth2,Sleuth3
ex1515,Sleuth2,Sleuth3
ex1605,Sleuth2,Sleuth3
ex1611,Sleuth2,Sleuth3
ex1612,Sleuth2,Sleuth3
ex1613,Sleuth2,Sleuth3
ex1614,Sleuth2,Sleuth3
ex1615,Sleuth2,Sleuth3
ex1708,Sleuth2,Sleuth3
ex1914,Sleuth2,Sleuth3
ex1916,Sleuth2,Sleuth3
ess,batchmeans,sns
ess,epinet,FastGP
ess,epinet,geiger
ess,epinet,mcmcse
ess,epinet,sns
ess,FastGP,geiger
ess,FastGP,mcmcse
ess,FastGP,sns
ess,geiger,mcmcse
ess,geiger,sns
ess,mcmcse,sns
e.step,EMCluster,LCAextend
e.step,EMCluster,mixture
e.step,LCAextend,mixture
EST,hbsae,timeDate
estimate,acs,aTSA
estimate,acs,decisionSupport
estimate,acs,MInt
estimate,acs,SCEPtER
estimate,aTSA,decisionSupport
estimate,aTSA,distrMod
estimate,aTSA,lava
estimate,aTSA,MInt
estimate,aTSA,nonlinearTseries
estimate,aTSA,SCEPtER
estimate,aTSA,SpatioTemporal
estimate,aTSA,spcosa
estimate,aTSA,stepp
estimate,aTSA,tlemix
estimate,decisionSupport,distrMod
expand,reshape,tidyr
expand,reshape,wccsom
expand.table,epitools,mirt
expand.table,epitools,vcdExtra
expand.table,mirt,vcdExtra
expand,tidyr,wccsom
exp,base,RandomFields
exp,base,seasonal
expConv,dcemriS4,oro.pet
Exp,distr,gnm
expectation,bspec,testthat
expectation,coin,testthat
expectation,lestat,testthat
expected,epitools,LotkasLaw
expected,epitools,SpatialEpi
expected,LotkasLaw,SpatialEpi
expint,pracma,VGAM
expit,blm,BTSPAS
expit,blm,clusterPower
expit,blm,kyotil
expit,blm,lava
expit,blm,locfit
expit,blm,maptpx
expit,blm,OOmisc
expit,blm,osDesign
expit,blm,rgr
expit,blm,rje
expit,blm,SparseFactorAnalysis
expit,BTSPAS,clusterPower
expit,BTSPAS,kyotil
f,catenary,FindAllRoots
f,catenary,LMERConvenienceFunctions
f,catenary,pgam
f,catenary,pryr
f,catenary,spatialCovariance
FCD,PASWR,PASWR2
fct,distrMod,spikeSlabGAM
fd,ArfimaMLM,fda
fd,ArfimaMLM,FIACH
fdc,hydroTSM,lfstat
fd,fda,FIACH
fdr.adjust,FunCluster,hdi
FDR,astsa,enRich
FDR,astsa,fda.usc
FDR,astsa,ManyTests
fdr,BaM,FunCluster
fdr,BaM,mlr
FDR,enRich,fda.usc
FDR,enRich,ManyTests
fdr.est,MPINet,SubpathwayGMir
FDR,fda.usc,ManyTests
fdr,FunCluster,mlr
fdt,fdth,GaDiFPT
features,features,quanteda
features,features,sglOptim
features,features,tspmeta
features,quanteda,tspmeta
features,sglOptim,tspmeta
feedback,LoopAnalyst,SHELF
fe,gridSVG,vcrpart
Exponential,DynamicDistribution,fields
exponential,MCPMod,phaseR
exponential,MCPMod,verification
exponential,MCPMod,VGAM
exponential,phaseR,verification
exponential,phaseR,VGAM
exponential,verification,VGAM
expon,fda,seem
